,group,datetime,date,time,cycle_full_gr,status,gr_status
321,2,2023-06-26 21:48:33+07:00,2023-06-26,21:50:00,161,stop,2_stop
322,2,2023-06-27 19:53:06+07:00,2023-06-27,19:55:00,162,start,2_start
323,2,2023-06-27 21:38:33+07:00,2023-06-27,21:40:00,162,stop,2_stop
324,2,2023-06-28 19:46:45+07:00,2023-06-28,19:45:00,163,start,2_start
325,2,2023-06-28 21:23:02+07:00,2023-06-28,21:25:00,163,stop,2_stop
326,2,2023-06-30 00:27:11+07:00,2023-06-30,00:25:00,164,start,2_start
327,2,2023-06-30 01:33:25+07:00,2023-06-30,01:35:00,164,stop,2_stop
328,2,2023-06-30 20:36:09+07:00,2023-06-30,20:35:00,165,start,2_start
329,2,2023-06-30 21:34:00+07:00,2023-06-30,21:35:00,165,stop,2_stop
330,2,2023-06-30 23:31:09+07:00,2023-06-30,23:30:00,166,start,2_start
331,2,2023-07-01 00:09:24+07:00,2023-07-01,00:10:00,166,stop,2_stop
332,2,2023-07-01 20:14:25+07:00,2023-07-01,20:15:00,167,start,2_start
333,2,2023-07-01 21:46:20+07:00,2023-07-01,21:45:00,167,stop,2_stop
334,2,2023-07-02 19:59:49+07:00,2023-07-02,20:00:00,168,start,2_start
335,2,2023-07-02 21:39:32+07:00,2023-07-02,21:40:00,168,stop,2_stop
336,2,2023-07-04 00:18:14+07:00,2023-07-04,00:20:00,169,start,2_start
337,2,2023-07-04 02:25:05+07:00,2023-07-04,02:25:00,169,stop,2_stop
338,2,2023-07-04 19:21:36+07:00,2023-07-04,19:20:00,170,start,2_start
339,2,2023-07-04 21:10:10+07:00,2023-07-04,21:10:00,170,stop,2_stop
340,2,2023-07-06 00:25:17+07:00,2023-07-06,00:25:00,171,start,2_start
341,2,2023-07-06 01:54:15+07:00,2023-07-06,01:55:00,171,stop,2_stop
342,2,2023-07-06 20:45:26+07:00,2023-07-06,20:45:00,172,start,2_start
343,2,2023-07-06 22:20:06+07:00,2023-07-06,22:20:00,172,stop,2_stop
344,2,2023-07-07 20:00:38+07:00,2023-07-07,20:00:00,173,start,2_start
345,2,2023-07-07 21:57:45+07:00,2023-07-07,22:00:00,173,stop,2_stop
346,2,2023-07-08 19:37:18+07:00,2023-07-08,19:35:00,174,start,2_start
347,2,2023-07-08 21:27:40+07:00,2023-07-08,21:30:00,174,stop,2_stop
348,2,2023-07-09 20:30:40+07:00,2023-07-09,20:30:00,175,start,2_start
349,2,2023-07-09 22:18:35+07:00,2023-07-09,22:20:00,175,stop,2_stop
350,2,2023-07-10 20:02:03+07:00,2023-07-10,20:00:00,176,start,2_start
351,2,2023-07-10 21:41:38+07:00,2023-07-10,21:40:00,176,stop,2_stop
352,2,2023-07-11 18:51:37+07:00,2023-07-11,18:50:00,177,start,2_start
353,2,2023-07-11 20:22:58+07:00,2023-07-11,20:25:00,177,stop,2_stop
354,2,2023-07-12 20:28:24+07:00,2023-07-12,20:30:00,178,start,2_start
355,2,2023-07-12 22:10:29+07:00,2023-07-12,22:10:00,178,stop,2_stop
356,2,2023-07-13 20:02:01+07:00,2023-07-13,20:00:00,179,start,2_start
357,2,2023-07-13 21:15:22+07:00,2023-07-13,21:15:00,179,stop,2_stop
358,2,2023-07-14 20:07:14+07:00,2023-07-14,20:05:00,180,start,2_start
359,2,2023-07-14 21:55:04+07:00,2023-07-14,21:55:00,180,stop,2_stop
360,2,2023-07-15 20:51:50+07:00,2023-07-15,20:50:00,181,start,2_start
361,2,2023-07-15 22:24:01+07:00,2023-07-15,22:25:00,181,stop,2_stop
362,2,2023-07-16 20:01:19+07:00,2023-07-16,20:00:00,182,start,2_start
363,2,2023-07-16 21:28:13+07:00,2023-07-16,21:30:00,182,stop,2_stop
364,2,2023-07-17 20:19:53+07:00,2023-07-17,20:20:00,183,start,2_start
365,2,2023-07-17 20:33:41+07:00,2023-07-17,20:35:00,183,stop,2_stop
366,2,2023-07-17 21:03:49+07:00,2023-07-17,21:05:00,184,start,2_start
367,2,2023-07-17 22:43:05+07:00,2023-07-17,22:45:00,184,stop,2_stop
368,2,2023-07-18 17:14:57+07:00,2023-07-18,17:15:00,185,start,2_start
369,2,2023-07-18 18:13:57+07:00,2023-07-18,18:15:00,185,stop,2_stop
370,2,2023-07-18 19:46:43+07:00,2023-07-18,19:45:00,186,start,2_start
371,2,2023-07-18 21:20:54+07:00,2023-07-18,21:20:00,186,stop,2_stop
372,2,2023-07-18 22:01:53+07:00,2023-07-18,22:00:00,187,start,2_start
373,2,2023-07-18 22:20:00+07:00,2023-07-18,22:20:00,187,stop,2_stop
374,2,2023-07-19 21:34:59+07:00,2023-07-19,21:35:00,188,start,2_start
375,2,2023-07-19 22:38:51+07:00,2023-07-19,22:40:00,188,stop,2_stop
376,2,2023-07-20 19:56:26+07:00,2023-07-20,19:55:00,189,start,2_start
377,2,2023-07-20 21:34:48+07:00,2023-07-20,21:35:00,189,stop,2_stop
378,2,2023-07-21 19:28:17+07:00,2023-07-21,19:30:00,190,start,2_start
379,2,2023-07-21 21:00:00+07:00,2023-07-21,21:00:00,190,stop,2_stop
380,2,2023-07-22 19:59:21+07:00,2023-07-22,20:00:00,191,start,2_start
381,2,2023-07-22 21:38:02+07:00,2023-07-22,21:40:00,191,stop,2_stop
382,2,2023-07-23 19:56:35+07:00,2023-07-23,19:55:00,192,start,2_start
383,2,2023-07-23 21:03:38+07:00,2023-07-23,21:05:00,192,stop,2_stop
384,2,2023-07-24 20:08:12+07:00,2023-07-24,20:10:00,193,start,2_start
385,2,2023-07-24 21:45:58+07:00,2023-07-24,21:45:00,193,stop,2_stop
386,2,2023-07-25 20:03:58+07:00,2023-07-25,20:05:00,194,start,2_start
387,2,2023-07-25 21:21:09+07:00,2023-07-25,21:20:00,194,stop,2_stop
388,2,2023-07-26 19:57:33+07:00,2023-07-26,20:00:00,195,start,2_start
389,2,2023-07-26 21:18:16+07:00,2023-07-26,21:20:00,195,stop,2_stop
390,2,2023-07-27 19:57:16+07:00,2023-07-27,19:55:00,196,start,2_start
391,2,2023-07-27 21:59:51+07:00,2023-07-27,22:00:00,196,stop,2_stop
392,2,2023-07-28 19:26:18+07:00,2023-07-28,19:25:00,197,start,2_start
393,2,2023-07-28 21:23:20+07:00,2023-07-28,21:25:00,197,stop,2_stop
394,2,2023-07-29 20:12:33+07:00,2023-07-29,20:15:00,198,start,2_start
395,2,2023-07-29 22:03:09+07:00,2023-07-29,22:05:00,198,stop,2_stop
396,2,2023-07-30 20:06:26+07:00,2023-07-30,20:05:00,199,start,2_start
397,2,2023-07-30 21:42:59+07:00,2023-07-30,21:45:00,199,stop,2_stop
398,2,2023-07-31 20:00:57+07:00,2023-07-31,20:00:00,200,start,2_start
399,2,2023-07-31 21:36:24+07:00,2023-07-31,21:35:00,200,stop,2_stop
400,2,2023-08-01 19:55:02+07:00,2023-08-01,19:55:00,201,start,2_start
401,2,2023-08-01 21:48:37+07:00,2023-08-01,21:50:00,201,stop,2_stop
402,2,2023-08-02 19:52:23+07:00,2023-08-02,19:50:00,202,start,2_start
403,2,2023-08-02 21:06:09+07:00,2023-08-02,21:05:00,202,stop,2_stop
404,2,2023-08-03 20:16:40+07:00,2023-08-03,20:15:00,203,start,2_start
405,2,2023-08-03 21:59:39+07:00,2023-08-03,22:00:00,203,stop,2_stop
406,2,2023-08-04 20:07:03+07:00,2023-08-04,20:05:00,204,start,2_start
407,2,2023-08-04 21:33:07+07:00,2023-08-04,21:35:00,204,stop,2_stop
408,2,2023-08-05 20:03:48+07:00,2023-08-05,20:05:00,205,start,2_start
409,2,2023-08-05 21:21:46+07:00,2023-08-05,21:20:00,205,stop,2_stop
410,2,2023-08-07 20:23:06+07:00,2023-08-07,20:25:00,206,start,2_start
411,2,2023-08-07 22:17:46+07:00,2023-08-07,22:20:00,206,stop,2_stop
412,2,2023-08-08 20:20:30+07:00,2023-08-08,20:20:00,207,start,2_start
413,2,2023-08-08 21:56:42+07:00,2023-08-08,21:55:00,207,stop,2_stop
414,2,2023-08-09 20:10:59+07:00,2023-08-09,20:10:00,208,start,2_start
415,2,2023-08-09 20:41:11+07:00,2023-08-09,20:40:00,208,stop,2_stop
416,2,2023-08-09 21:36:15+07:00,2023-08-09,21:35:00,209,start,2_start
417,2,2023-08-09 22:55:37+07:00,2023-08-09,22:55:00,209,stop,2_stop
418,2,2023-08-10 19:42:43+07:00,2023-08-10,19:45:00,210,start,2_start
419,2,2023-08-10 21:30:49+07:00,2023-08-10,21:30:00,210,stop,2_stop
420,2,2023-08-11 19:44:58+07:00,2023-08-11,19:45:00,211,start,2_start
421,2,2023-08-11 21:13:10+07:00,2023-08-11,21:15:00,211,stop,2_stop
422,2,2023-08-12 19:54:25+07:00,2023-08-12,19:55:00,212,start,2_start
423,2,2023-08-12 21:15:33+07:00,2023-08-12,21:15:00,212,stop,2_stop
424,2,2023-08-13 20:11:04+07:00,2023-08-13,20:10:00,213,start,2_start
425,2,2023-08-13 21:40:26+07:00,2023-08-13,21:40:00,213,stop,2_stop
426,2,2023-08-14 20:37:26+07:00,2023-08-14,20:35:00,214,start,2_start
427,2,2023-08-14 22:38:40+07:00,2023-08-14,22:40:00,214,stop,2_stop
428,2,2023-08-15 23:34:39+07:00,2023-08-15,23:35:00,215,start,2_start
429,2,2023-08-16 01:01:36+07:00,2023-08-16,01:00:00,215,stop,2_stop
430,2,2023-08-23 20:33:30+07:00,2023-08-23,20:35:00,216,start,2_start
431,2,2023-08-23 21:35:05+07:00,2023-08-23,21:35:00,216,stop,2_stop
432,2,2023-08-24 20:35:49+07:00,2023-08-24,20:35:00,217,start,2_start
433,2,2023-08-24 22:30:31+07:00,2023-08-24,22:30:00,217,stop,2_stop
434,2,2023-08-25 19:55:56+07:00,2023-08-25,19:55:00,218,start,2_start
435,2,2023-08-25 21:59:34+07:00,2023-08-25,22:00:00,218,stop,2_stop
436,2,2023-08-26 07:45:51+07:00,2023-08-26,07:45:00,219,start,2_start
437,2,2023-08-26 09:00:10+07:00,2023-08-26,09:00:00,219,stop,2_stop
438,2,2023-09-21 20:22:52+07:00,2023-09-21,20:25:00,220,start,2_start
439,2,2023-09-21 21:24:46+07:00,2023-09-21,21:25:00,220,stop,2_stop
440,2,2023-09-22 19:38:01+07:00,2023-09-22,19:40:00,221,start,2_start
441,2,2023-09-22 21:07:43+07:00,2023-09-22,21:10:00,221,stop,2_stop
442,2,2023-09-23 17:56:16+07:00,2023-09-23,17:55:00,222,start,2_start
443,2,2023-09-23 19:46:09+07:00,2023-09-23,19:45:00,222,stop,2_stop
444,2,2023-09-24 17:14:28+07:00,2023-09-24,17:15:00,223,start,2_start
445,2,2023-09-24 19:03:23+07:00,2023-09-24,19:05:00,223,stop,2_stop
446,2,2023-09-27 19:48:27+07:00,2023-09-27,19:50:00,224,start,2_start
447,2,2023-09-27 21:12:44+07:00,2023-09-27,21:15:00,224,stop,2_stop
448,2,2023-09-28 18:56:47+07:00,2023-09-28,18:55:00,225,start,2_start
449,2,2023-09-28 20:25:19+07:00,2023-09-28,20:25:00,225,stop,2_stop
450,2,2023-09-29 20:19:48+07:00,2023-09-29,20:20:00,226,start,2_start
451,2,2023-09-29 21:37:56+07:00,2023-09-29,21:40:00,226,stop,2_stop
452,2,2023-09-30 18:25:08+07:00,2023-09-30,18:25:00,227,start,2_start
453,2,2023-09-30 20:15:25+07:00,2023-09-30,20:15:00,227,stop,2_stop
454,2,2023-10-01 19:05:11+07:00,2023-10-01,19:05:00,228,start,2_start
455,2,2023-10-01 20:24:42+07:00,2023-10-01,20:25:00,228,stop,2_stop
456,2,2023-10-02 19:37:01+07:00,2023-10-02,19:35:00,229,start,2_start
457,2,2023-10-02 19:47:44+07:00,2023-10-02,19:50:00,229,stop,2_stop
458,2,2023-10-02 20:28:57+07:00,2023-10-02,20:30:00,230,start,2_start
459,2,2023-10-02 21:44:50+07:00,2023-10-02,21:45:00,230,stop,2_stop
460,2,2023-10-03 20:00:04+07:00,2023-10-03,20:00:00,231,start,2_start
461,2,2023-10-03 21:38:56+07:00,2023-10-03,21:40:00,231,stop,2_stop
462,2,2023-10-04 18:55:48+07:00,2023-10-04,18:55:00,232,start,2_start
463,2,2023-10-04 20:25:53+07:00,2023-10-04,20:25:00,232,stop,2_stop
464,2,2023-10-05 19:57:13+07:00,2023-10-05,19:55:00,233,start,2_start
465,2,2023-10-05 21:39:15+07:00,2023-10-05,21:40:00,233,stop,2_stop
466,2,2023-10-06 18:55:53+07:00,2023-10-06,18:55:00,234,start,2_start
467,2,2023-10-06 20:20:27+07:00,2023-10-06,20:20:00,234,stop,2_stop
468,2,2023-10-06 20:54:50+07:00,2023-10-06,20:55:00,235,start,2_start
469,2,2023-10-06 21:05:38+07:00,2023-10-06,21:05:00,235,stop,2_stop
470,2,2023-10-07 19:15:03+07:00,2023-10-07,19:15:00,236,start,2_start
471,2,2023-10-07 20:42:30+07:00,2023-10-07,20:40:00,236,stop,2_stop
472,2,2023-10-08 19:49:20+07:00,2023-10-08,19:50:00,237,start,2_start
473,2,2023-10-08 21:04:16+07:00,2023-10-08,21:05:00,237,stop,2_stop
474,2,2023-10-09 19:22:17+07:00,2023-10-09,19:20:00,238,start,2_start
475,2,2023-10-09 20:44:32+07:00,2023-10-09,20:45:00,238,stop,2_stop
476,2,2023-10-10 18:47:23+07:00,2023-10-10,18:45:00,239,start,2_start
477,2,2023-10-10 20:09:21+07:00,2023-10-10,20:10:00,239,stop,2_stop
478,2,2023-10-11 19:02:10+07:00,2023-10-11,19:00:00,240,start,2_start
479,2,2023-10-11 20:14:55+07:00,2023-10-11,20:15:00,240,stop,2_stop
480,2,2023-10-12 19:47:39+07:00,2023-10-12,19:50:00,241,start,2_start
481,2,2023-10-12 21:50:28+07:00,2023-10-12,21:50:00,241,stop,2_stop
482,2,2023-10-13 18:45:56+07:00,2023-10-13,18:45:00,242,start,2_start
483,2,2023-10-13 20:41:09+07:00,2023-10-13,20:40:00,242,stop,2_stop
484,2,2023-10-14 17:11:13+07:00,2023-10-14,17:10:00,243,start,2_start
485,2,2023-10-14 19:17:34+07:00,2023-10-14,19:20:00,243,stop,2_stop
486,2,2023-10-15 20:12:53+07:00,2023-10-15,20:15:00,244,start,2_start
487,2,2023-10-15 21:48:37+07:00,2023-10-15,21:50:00,244,stop,2_stop
488,2,2023-10-16 19:59:21+07:00,2023-10-16,20:00:00,245,start,2_start
489,2,2023-10-16 21:25:32+07:00,2023-10-16,21:25:00,245,stop,2_stop
490,2,2023-10-17 19:26:31+07:00,2023-10-17,19:25:00,246,start,2_start
491,2,2023-10-17 20:33:51+07:00,2023-10-17,20:35:00,246,stop,2_stop
492,2,2023-10-18 21:01:27+07:00,2023-10-18,21:00:00,247,start,2_start
493,2,2023-10-18 22:04:38+07:00,2023-10-18,22:05:00,247,stop,2_stop
494,2,2023-10-19 19:28:41+07:00,2023-10-19,19:30:00,248,start,2_start
495,2,2023-10-19 20:48:53+07:00,2023-10-19,20:50:00,248,stop,2_stop
496,2,2023-10-20 19:14:35+07:00,2023-10-20,19:15:00,249,start,2_start
497,2,2023-10-20 20:28:11+07:00,2023-10-20,20:30:00,249,stop,2_stop
498,2,2023-10-21 19:06:01+07:00,2023-10-21,19:05:00,250,start,2_start
499,2,2023-10-21 20:08:47+07:00,2023-10-21,20:10:00,250,stop,2_stop
500,2,2023-10-22 17:05:12+07:00,2023-10-22,17:05:00,251,start,2_start
501,2,2023-10-22 17:33:46+07:00,2023-10-22,17:35:00,251,stop,2_stop
502,2,2023-10-22 21:11:01+07:00,2023-10-22,21:10:00,252,start,2_start
503,2,2023-10-22 21:57:21+07:00,2023-10-22,21:55:00,252,stop,2_stop
504,2,2023-10-23 21:24:43+07:00,2023-10-23,21:25:00,253,start,2_start
505,2,2023-10-23 22:37:51+07:00,2023-10-23,22:40:00,253,stop,2_stop
506,2,2023-10-24 20:30:45+07:00,2023-10-24,20:30:00,254,start,2_start
507,2,2023-10-24 21:42:34+07:00,2023-10-24,21:45:00,254,stop,2_stop
508,2,2023-10-25 20:55:11+07:00,2023-10-25,20:55:00,255,start,2_start
509,2,2023-10-25 22:29:47+07:00,2023-10-25,22:30:00,255,stop,2_stop
510,2,2023-10-26 19:30:26+07:00,2023-10-26,19:30:00,256,start,2_start
511,2,2023-10-26 21:13:15+07:00,2023-10-26,21:15:00,256,stop,2_stop
512,2,2023-10-27 18:17:57+07:00,2023-10-27,18:20:00,257,start,2_start
513,2,2023-10-27 19:34:55+07:00,2023-10-27,19:35:00,257,stop,2_stop
514,2,2023-10-28 20:47:11+07:00,2023-10-28,20:45:00,258,start,2_start
515,2,2023-10-28 21:47:36+07:00,2023-10-28,21:50:00,258,stop,2_stop
516,2,2023-10-29 19:43:27+07:00,2023-10-29,19:45:00,259,start,2_start
517,2,2023-10-29 20:58:28+07:00,2023-10-29,21:00:00,259,stop,2_stop
518,2,2023-10-30 16:18:56+07:00,2023-10-30,16:20:00,260,start,2_start
519,2,2023-10-30 17:30:13+07:00,2023-10-30,17:30:00,260,stop,2_stop
520,2,2023-10-31 20:33:19+07:00,2023-10-31,20:35:00,261,start,2_start
521,2,2023-10-31 21:37:30+07:00,2023-10-31,21:40:00,261,stop,2_stop
522,2,2023-11-02 15:28:05+07:00,2023-11-02,15:30:00,262,start,2_start
523,2,2023-11-02 16:54:45+07:00,2023-11-02,16:55:00,262,stop,2_stop
524,2,2023-11-02 17:31:15+07:00,2023-11-02,17:30:00,263,start,2_start
525,2,2023-11-02 18:21:05+07:00,2023-11-02,18:20:00,263,stop,2_stop
526,2,2023-11-03 20:19:16+07:00,2023-11-03,20:20:00,264,start,2_start
527,2,2023-11-03 22:03:32+07:00,2023-11-03,22:05:00,264,stop,2_stop
528,2,2023-11-04 20:27:17+07:00,2023-11-04,20:25:00,265,start,2_start
529,2,2023-11-04 22:13:16+07:00,2023-11-04,22:15:00,265,stop,2_stop
530,2,2023-11-05 19:13:37+07:00,2023-11-05,19:15:00,266,start,2_start
531,2,2023-11-05 21:13:05+07:00,2023-11-05,21:15:00,266,stop,2_stop
532,2,2023-11-07 00:15:42+07:00,2023-11-07,00:15:00,267,start,2_start
533,2,2023-11-07 02:01:24+07:00,2023-11-07,02:00:00,267,stop,2_stop
534,2,2023-11-07 17:15:55+07:00,2023-11-07,17:15:00,268,start,2_start
535,2,2023-11-07 17:59:40+07:00,2023-11-07,18:00:00,268,stop,2_stop
536,2,2023-11-07 19:27:29+07:00,2023-11-07,19:25:00,269,start,2_start
537,2,2023-11-07 20:15:06+07:00,2023-11-07,20:15:00,269,stop,2_stop
538,2,2023-11-08 19:24:56+07:00,2023-11-08,19:25:00,270,start,2_start
539,2,2023-11-08 21:07:00+07:00,2023-11-08,21:05:00,270,stop,2_stop
540,2,2023-11-09 19:41:46+07:00,2023-11-09,19:40:00,271,start,2_start
541,2,2023-11-09 20:50:02+07:00,2023-11-09,20:50:00,271,stop,2_stop
542,2,2023-11-10 00:36:05+07:00,2023-11-10,00:35:00,272,start,2_start
543,2,2023-11-10 00:59:56+07:00,2023-11-10,01:00:00,272,stop,2_stop
544,2,2023-11-10 19:45:26+07:00,2023-11-10,19:45:00,273,start,2_start
545,2,2023-11-10 21:17:41+07:00,2023-11-10,21:20:00,273,stop,2_stop
546,2,2023-11-11 19:28:47+07:00,2023-11-11,19:30:00,274,start,2_start
547,2,2023-11-11 19:38:30+07:00,2023-11-11,19:40:00,274,stop,2_stop
548,2,2023-11-11 20:46:15+07:00,2023-11-11,20:45:00,275,start,2_start
549,2,2023-11-11 22:07:23+07:00,2023-11-11,22:05:00,275,stop,2_stop
550,2,2023-11-12 19:21:56+07:00,2023-11-12,19:20:00,276,start,2_start
551,2,2023-11-12 21:04:28+07:00,2023-11-12,21:05:00,276,stop,2_stop
552,2,2023-11-13 18:40:27+07:00,2023-11-13,18:40:00,277,start,2_start
553,2,2023-11-13 19:51:15+07:00,2023-11-13,19:50:00,277,stop,2_stop
554,2,2023-11-13 20:29:27+07:00,2023-11-13,20:30:00,278,start,2_start
555,2,2023-11-13 20:39:14+07:00,2023-11-13,20:40:00,278,stop,2_stop
556,2,2023-11-14 10:17:36+07:00,2023-11-14,10:20:00,279,start,2_start
557,2,2023-11-14 10:29:30+07:00,2023-11-14,10:30:00,279,stop,2_stop
558,2,2023-11-14 15:41:50+07:00,2023-11-14,15:40:00,280,start,2_start
559,2,2023-11-14 15:54:49+07:00,2023-11-14,15:55:00,280,stop,2_stop
560,2,2023-11-14 16:40:56+07:00,2023-11-14,16:40:00,281,start,2_start
561,2,2023-11-14 18:24:11+07:00,2023-11-14,18:25:00,281,stop,2_stop
562,2,2023-11-15 19:50:20+07:00,2023-11-15,19:50:00,282,start,2_start
563,2,2023-11-15 21:27:24+07:00,2023-11-15,21:25:00,282,stop,2_stop
564,2,2023-11-16 18:11:30+07:00,2023-11-16,18:10:00,283,start,2_start
565,2,2023-11-16 19:54:14+07:00,2023-11-16,19:55:00,283,stop,2_stop
566,2,2023-11-17 19:05:34+07:00,2023-11-17,19:05:00,284,start,2_start
567,2,2023-11-17 20:20:20+07:00,2023-11-17,20:20:00,284,stop,2_stop
568,2,2023-12-21 19:45:16+07:00,2023-12-21,19:45:00,285,start,2_start
569,2,2023-12-21 21:18:30+07:00,2023-12-21,21:20:00,285,stop,2_stop
570,2,2023-12-22 20:28:07+07:00,2023-12-22,20:30:00,286,start,2_start
571,2,2023-12-22 21:50:07+07:00,2023-12-22,21:50:00,286,stop,2_stop
572,2,2023-12-23 19:46:59+07:00,2023-12-23,19:45:00,287,start,2_start
573,2,2023-12-23 21:31:03+07:00,2023-12-23,21:30:00,287,stop,2_stop
574,2,2023-12-24 19:06:52+07:00,2023-12-24,19:05:00,288,start,2_start
575,2,2023-12-24 21:00:31+07:00,2023-12-24,21:00:00,288,stop,2_stop
576,2,2023-12-25 18:37:05+07:00,2023-12-25,18:35:00,289,start,2_start
577,2,2023-12-25 20:15:44+07:00,2023-12-25,20:15:00,289,stop,2_stop
578,2,2023-12-26 19:30:26+07:00,2023-12-26,19:30:00,290,start,2_start
579,2,2023-12-26 21:28:30+07:00,2023-12-26,21:30:00,290,stop,2_stop
580,2,2023-12-27 20:25:33+07:00,2023-12-27,20:25:00,291,start,2_start
581,2,2023-12-27 21:59:47+07:00,2023-12-27,22:00:00,291,stop,2_stop
582,2,2023-12-28 18:33:19+07:00,2023-12-28,18:35:00,292,start,2_start
583,2,2023-12-28 20:24:55+07:00,2023-12-28,20:25:00,292,stop,2_stop
584,2,2023-12-29 16:37:28+07:00,2023-12-29,16:35:00,293,start,2_start
585,2,2023-12-29 18:12:04+07:00,2023-12-29,18:10:00,293,stop,2_stop
586,2,2023-12-30 08:53:23+07:00,2023-12-30,08:55:00,294,start,2_start
587,2,2023-12-30 09:36:57+07:00,2023-12-30,09:35:00,294,stop,2_stop
588,2,2024-01-02 20:36:48+07:00,2024-01-02,20:35:00,295,start,2_start
589,2,2024-01-02 22:07:22+07:00,2024-01-02,22:05:00,295,stop,2_stop
590,2,2024-01-03 18:39:36+07:00,2024-01-03,18:40:00,296,start,2_start
591,2,2024-01-03 20:12:05+07:00,2024-01-03,20:10:00,296,stop,2_stop
592,2,2024-01-04 18:28:01+07:00,2024-01-04,18:30:00,297,start,2_start
593,2,2024-01-04 20:03:28+07:00,2024-01-04,20:05:00,297,stop,2_stop
594,2,2024-01-05 19:13:33+07:00,2024-01-05,19:15:00,298,start,2_start
595,2,2024-01-05 20:46:55+07:00,2024-01-05,20:45:00,298,stop,2_stop
596,2,2024-01-06 19:05:17+07:00,2024-01-06,19:05:00,299,start,2_start
597,2,2024-01-06 20:53:42+07:00,2024-01-06,20:55:00,299,stop,2_stop
598,2,2024-01-07 18:47:53+07:00,2024-01-07,18:50:00,300,start,2_start
599,2,2024-01-07 20:43:58+07:00,2024-01-07,20:45:00,300,stop,2_stop
600,2,2024-01-08 19:37:26+07:00,2024-01-08,19:35:00,301,start,2_start
601,2,2024-01-08 21:06:49+07:00,2024-01-08,21:05:00,301,stop,2_stop
602,2,2024-01-09 19:33:15+07:00,2024-01-09,19:35:00,302,start,2_start
603,2,2024-01-09 21:11:52+07:00,2024-01-09,21:10:00,302,stop,2_stop
604,2,2024-01-10 20:11:54+07:00,2024-01-10,20:10:00,303,start,2_start
605,2,2024-01-10 21:48:23+07:00,2024-01-10,21:50:00,303,stop,2_stop
606,2,2024-01-11 19:50:17+07:00,2024-01-11,19:50:00,304,start,2_start
607,2,2024-01-11 21:15:23+07:00,2024-01-11,21:15:00,304,stop,2_stop
608,2,2024-01-12 18:57:43+07:00,2024-01-12,19:00:00,305,start,2_start
609,2,2024-01-12 20:30:12+07:00,2024-01-12,20:30:00,305,stop,2_stop
610,2,2024-01-13 18:33:02+07:00,2024-01-13,18:35:00,306,start,2_start
611,2,2024-01-13 20:17:31+07:00,2024-01-13,20:20:00,306,stop,2_stop
612,2,2024-01-14 17:00:58+07:00,2024-01-14,17:00:00,307,start,2_start
613,2,2024-01-14 18:27:57+07:00,2024-01-14,18:30:00,307,stop,2_stop
614,2,2024-01-15 18:26:39+07:00,2024-01-15,18:25:00,308,start,2_start
615,2,2024-01-15 20:15:21+07:00,2024-01-15,20:15:00,308,stop,2_stop
616,2,2024-01-16 20:26:46+07:00,2024-01-16,20:25:00,309,start,2_start
617,2,2024-01-16 22:06:41+07:00,2024-01-16,22:05:00,309,stop,2_stop
618,2,2024-01-17 23:57:53+07:00,2024-01-17,00:00:00,310,start,2_start
619,2,2024-01-18 01:25:33+07:00,2024-01-18,01:25:00,310,stop,2_stop
620,2,2024-01-18 23:59:06+07:00,2024-01-18,00:00:00,311,start,2_start
621,2,2024-01-19 01:44:13+07:00,2024-01-19,01:45:00,311,stop,2_stop
622,2,2024-01-20 00:06:24+07:00,2024-01-20,00:05:00,312,start,2_start
623,2,2024-01-20 01:35:23+07:00,2024-01-20,01:35:00,312,stop,2_stop
624,2,2024-01-21 00:04:11+07:00,2024-01-21,00:05:00,313,start,2_start
625,2,2024-01-21 01:43:50+07:00,2024-01-21,01:45:00,313,stop,2_stop
626,2,2024-01-21 23:43:37+07:00,2024-01-21,23:45:00,314,start,2_start
627,2,2024-01-22 01:24:39+07:00,2024-01-22,01:25:00,314,stop,2_stop
628,2,2024-01-23 00:10:01+07:00,2024-01-23,00:10:00,315,start,2_start
629,2,2024-01-23 01:36:05+07:00,2024-01-23,01:35:00,315,stop,2_stop
630,2,2024-01-23 23:51:20+07:00,2024-01-23,23:50:00,316,start,2_start
631,2,2024-01-24 01:25:18+07:00,2024-01-24,01:25:00,316,stop,2_stop
632,2,2024-01-25 01:47:07+07:00,2024-01-25,01:45:00,317,start,2_start
633,2,2024-01-25 02:55:35+07:00,2024-01-25,02:55:00,317,stop,2_stop
634,2,2024-01-25 20:24:34+07:00,2024-01-25,20:25:00,318,start,2_start
635,2,2024-01-25 22:03:23+07:00,2024-01-25,22:05:00,318,stop,2_stop
636,2,2024-01-26 20:44:44+07:00,2024-01-26,20:45:00,319,start,2_start
637,2,2024-01-26 22:30:15+07:00,2024-01-26,22:30:00,319,stop,2_stop
638,2,2024-01-27 18:08:44+07:00,2024-01-27,18:10:00,320,start,2_start
639,2,2024-01-27 19:55:50+07:00,2024-01-27,19:55:00,320,stop,2_stop
640,2,2024-01-28 20:17:51+07:00,2024-01-28,20:20:00,321,start,2_start
641,2,2024-01-28 21:30:45+07:00,2024-01-28,21:30:00,321,stop,2_stop
642,3,2023-01-31 00:32:23+07:00,2023-01-31,00:30:00,322,start,3_start
643,3,2023-01-31 02:49:44+07:00,2023-01-31,02:50:00,322,stop,3_stop
644,3,2023-01-31 23:57:12+07:00,2023-01-31,23:55:00,323,start,3_start
